relative_path,path,file,suffix,role,size_mb,modified_utc,age_hours,parent,exists
Finance Database/archive/omgeth.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Finance Database/archive/omgeth.csv,omgeth.csv,.csv,other,24.2788,2022-09-28T10:20:06+00:00,31998.08,Finance Database/archive,True
Cripto_MinuteTimeSeries/okbust.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Cripto_MinuteTimeSeries/okbust.csv,okbust.csv,.csv,other,3.7743,2022-09-28T10:20:02+00:00,31998.08,Cripto_MinuteTimeSeries,True
Cripto_MinuteTimeSeries/ocean-ust.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Cripto_MinuteTimeSeries/ocean-ust.csv,ocean-ust.csv,.csv,other,0.4779,2022-09-28T10:20:02+00:00,31998.08,Cripto_MinuteTimeSeries,True
Cripto_MinuteTimeSeries/ocean-usd.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Cripto_MinuteTimeSeries/ocean-usd.csv,ocean-usd.csv,.csv,other,0.503,2022-09-28T10:20:02+00:00,31998.08,Cripto_MinuteTimeSeries,True
Cripto_MinuteTimeSeries/okbusd.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Cripto_MinuteTimeSeries/okbusd.csv,okbusd.csv,.csv,other,3.7182,2022-09-28T10:20:02+00:00,31998.08,Cripto_MinuteTimeSeries,True
Cripto_MinuteTimeSeries/nutust.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Cripto_MinuteTimeSeries/nutust.csv,nutust.csv,.csv,other,0.0187,2022-09-28T10:20:02+00:00,31998.08,Cripto_MinuteTimeSeries,True
Cripto_MinuteTimeSeries/nexo-btc.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Cripto_MinuteTimeSeries/nexo-btc.csv,nexo-btc.csv,.csv,other,0.5332,2022-09-28T10:20:02+00:00,31998.08,Cripto_MinuteTimeSeries,True
Cripto_MinuteTimeSeries/odeusd.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Cripto_MinuteTimeSeries/odeusd.csv,odeusd.csv,.csv,other,2.3956,2022-09-28T10:20:02+00:00,31998.08,Cripto_MinuteTimeSeries,True
Cripto_MinuteTimeSeries/nutusd.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Cripto_MinuteTimeSeries/nutusd.csv,nutusd.csv,.csv,other,0.0235,2022-09-28T10:20:02+00:00,31998.08,Cripto_MinuteTimeSeries,True
Cripto_MinuteTimeSeries/nexo-ust.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Cripto_MinuteTimeSeries/nexo-ust.csv,nexo-ust.csv,.csv,other,0.3702,2022-09-28T10:20:02+00:00,31998.08,Cripto_MinuteTimeSeries,True
Cripto_MinuteTimeSeries/nexo-usd.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Cripto_MinuteTimeSeries/nexo-usd.csv,nexo-usd.csv,.csv,other,0.2718,2022-09-28T10:20:02+00:00,31998.08,Cripto_MinuteTimeSeries,True
Finance Database/archive/okbust.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Finance Database/archive/okbust.csv,okbust.csv,.csv,other,3.7743,2022-09-28T10:20:02+00:00,31998.08,Finance Database/archive,True
Finance Database/archive/ocean-ust.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Finance Database/archive/ocean-ust.csv,ocean-ust.csv,.csv,other,0.4779,2022-09-28T10:20:02+00:00,31998.08,Finance Database/archive,True
Finance Database/archive/ocean-usd.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Finance Database/archive/ocean-usd.csv,ocean-usd.csv,.csv,other,0.503,2022-09-28T10:20:02+00:00,31998.08,Finance Database/archive,True
Finance Database/archive/okbusd.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Finance Database/archive/okbusd.csv,okbusd.csv,.csv,other,3.7182,2022-09-28T10:20:02+00:00,31998.08,Finance Database/archive,True
Finance Database/archive/nutust.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Finance Database/archive/nutust.csv,nutust.csv,.csv,other,0.0187,2022-09-28T10:20:02+00:00,31998.08,Finance Database/archive,True
Finance Database/archive/nexo-btc.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Finance Database/archive/nexo-btc.csv,nexo-btc.csv,.csv,other,0.5332,2022-09-28T10:20:02+00:00,31998.08,Finance Database/archive,True
Finance Database/archive/odeusd.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Finance Database/archive/odeusd.csv,odeusd.csv,.csv,other,2.3956,2022-09-28T10:20:02+00:00,31998.08,Finance Database/archive,True
Finance Database/archive/nutusd.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Finance Database/archive/nutusd.csv,nutusd.csv,.csv,other,0.0235,2022-09-28T10:20:02+00:00,31998.08,Finance Database/archive,True
Finance Database/archive/nexo-ust.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Finance Database/archive/nexo-ust.csv,nexo-ust.csv,.csv,other,0.3702,2022-09-28T10:20:02+00:00,31998.08,Finance Database/archive,True
Finance Database/archive/nexo-usd.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Finance Database/archive/nexo-usd.csv,nexo-usd.csv,.csv,other,0.2718,2022-09-28T10:20:02+00:00,31998.08,Finance Database/archive,True
Cripto_MinuteTimeSeries/neoust.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Cripto_MinuteTimeSeries/neoust.csv,neoust.csv,.csv,other,7.9698,2022-09-28T10:20:00+00:00,31998.08,Cripto_MinuteTimeSeries,True
Finance Database/archive/neoust.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Finance Database/archive/neoust.csv,neoust.csv,.csv,other,7.9698,2022-09-28T10:20:00+00:00,31998.08,Finance Database/archive,True
Cripto_MinuteTimeSeries/neogbp.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Cripto_MinuteTimeSeries/neogbp.csv,neogbp.csv,.csv,other,3.2154,2022-09-28T10:19:54+00:00,31998.08,Cripto_MinuteTimeSeries,True
Cripto_MinuteTimeSeries/neojpy.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Cripto_MinuteTimeSeries/neojpy.csv,neojpy.csv,.csv,other,3.5429,2022-09-28T10:19:54+00:00,31998.08,Cripto_MinuteTimeSeries,True
Cripto_MinuteTimeSeries/neoeur.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Cripto_MinuteTimeSeries/neoeur.csv,neoeur.csv,.csv,other,6.9218,2022-09-28T10:19:54+00:00,31998.08,Cripto_MinuteTimeSeries,True
Finance Database/archive/neogbp.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Finance Database/archive/neogbp.csv,neogbp.csv,.csv,other,3.2154,2022-09-28T10:19:54+00:00,31998.08,Finance Database/archive,True
Finance Database/archive/neojpy.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Finance Database/archive/neojpy.csv,neojpy.csv,.csv,other,3.5429,2022-09-28T10:19:54+00:00,31998.08,Finance Database/archive,True
Finance Database/archive/neoeur.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Finance Database/archive/neoeur.csv,neoeur.csv,.csv,other,6.9218,2022-09-28T10:19:54+00:00,31998.08,Finance Database/archive,True
Cripto_MinuteTimeSeries/neoeth.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Cripto_MinuteTimeSeries/neoeth.csv,neoeth.csv,.csv,other,9.8584,2022-09-28T10:19:52+00:00,31998.08,Cripto_MinuteTimeSeries,True
Finance Database/archive/neoeth.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Finance Database/archive/neoeth.csv,neoeth.csv,.csv,other,9.8584,2022-09-28T10:19:52+00:00,31998.08,Finance Database/archive,True
Cripto_MinuteTimeSeries/neceth.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Cripto_MinuteTimeSeries/neceth.csv,neceth.csv,.csv,other,0.7454,2022-09-28T10:19:50+00:00,31998.08,Cripto_MinuteTimeSeries,True
Cripto_MinuteTimeSeries/necusd.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Cripto_MinuteTimeSeries/necusd.csv,necusd.csv,.csv,other,1.0915,2022-09-28T10:19:50+00:00,31998.08,Cripto_MinuteTimeSeries,True
Cripto_MinuteTimeSeries/mobust.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Cripto_MinuteTimeSeries/mobust.csv,mobust.csv,.csv,other,10.1147,2022-09-28T10:19:50+00:00,31998.08,Cripto_MinuteTimeSeries,True
Cripto_MinuteTimeSeries/near-usd.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Cripto_MinuteTimeSeries/near-usd.csv,near-usd.csv,.csv,other,0.5778,2022-09-28T10:19:50+00:00,31998.08,Cripto_MinuteTimeSeries,True
Cripto_MinuteTimeSeries/neobtc.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Cripto_MinuteTimeSeries/neobtc.csv,neobtc.csv,.csv,other,42.8345,2022-09-28T10:19:50+00:00,31998.08,Cripto_MinuteTimeSeries,True
Cripto_MinuteTimeSeries/ncausd.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Cripto_MinuteTimeSeries/ncausd.csv,ncausd.csv,.csv,other,0.1911,2022-09-28T10:19:50+00:00,31998.08,Cripto_MinuteTimeSeries,True
Cripto_MinuteTimeSeries/near-ust.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Cripto_MinuteTimeSeries/near-ust.csv,near-ust.csv,.csv,other,0.5455,2022-09-28T10:19:50+00:00,31998.08,Cripto_MinuteTimeSeries,True
Cripto_MinuteTimeSeries/mtnusd.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Cripto_MinuteTimeSeries/mtnusd.csv,mtnusd.csv,.csv,other,1.2171,2022-09-28T10:19:50+00:00,31998.08,Cripto_MinuteTimeSeries,True
Finance Database/archive/neceth.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Finance Database/archive/neceth.csv,neceth.csv,.csv,other,0.7454,2022-09-28T10:19:50+00:00,31998.08,Finance Database/archive,True
Finance Database/archive/necusd.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Finance Database/archive/necusd.csv,necusd.csv,.csv,other,1.0915,2022-09-28T10:19:50+00:00,31998.08,Finance Database/archive,True
Finance Database/archive/mobust.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Finance Database/archive/mobust.csv,mobust.csv,.csv,other,10.1147,2022-09-28T10:19:50+00:00,31998.08,Finance Database/archive,True
Finance Database/archive/near-usd.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Finance Database/archive/near-usd.csv,near-usd.csv,.csv,other,0.5778,2022-09-28T10:19:50+00:00,31998.08,Finance Database/archive,True
Finance Database/archive/neobtc.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Finance Database/archive/neobtc.csv,neobtc.csv,.csv,other,42.8345,2022-09-28T10:19:50+00:00,31998.08,Finance Database/archive,True
Finance Database/archive/ncausd.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Finance Database/archive/ncausd.csv,ncausd.csv,.csv,other,0.1911,2022-09-28T10:19:50+00:00,31998.08,Finance Database/archive,True
Finance Database/archive/near-ust.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Finance Database/archive/near-ust.csv,near-ust.csv,.csv,other,0.5455,2022-09-28T10:19:50+00:00,31998.08,Finance Database/archive,True
Finance Database/archive/mtnusd.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Finance Database/archive/mtnusd.csv,mtnusd.csv,.csv,other,1.2171,2022-09-28T10:19:50+00:00,31998.08,Finance Database/archive,True
Cripto_MinuteTimeSeries/mobusd.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Cripto_MinuteTimeSeries/mobusd.csv,mobusd.csv,.csv,other,9.7797,2022-09-28T10:19:48+00:00,31998.08,Cripto_MinuteTimeSeries,True
Cripto_MinuteTimeSeries/mnausd.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Cripto_MinuteTimeSeries/mnausd.csv,mnausd.csv,.csv,other,15.7202,2022-09-28T10:19:48+00:00,31998.08,Cripto_MinuteTimeSeries,True
Finance Database/archive/mobusd.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Finance Database/archive/mobusd.csv,mobusd.csv,.csv,other,9.7797,2022-09-28T10:19:48+00:00,31998.08,Finance Database/archive,True
Finance Database/archive/mnausd.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Finance Database/archive/mnausd.csv,mnausd.csv,.csv,other,15.7202,2022-09-28T10:19:48+00:00,31998.08,Finance Database/archive,True
Cripto_MinuteTimeSeries/mlnusd.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Cripto_MinuteTimeSeries/mlnusd.csv,mlnusd.csv,.csv,other,9.2777,2022-09-28T10:19:46+00:00,31998.08,Cripto_MinuteTimeSeries,True
Cripto_MinuteTimeSeries/mnabtc.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Cripto_MinuteTimeSeries/mnabtc.csv,mnabtc.csv,.csv,other,11.8264,2022-09-28T10:19:46+00:00,31998.08,Cripto_MinuteTimeSeries,True
Cripto_MinuteTimeSeries/mkrust.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Cripto_MinuteTimeSeries/mkrust.csv,mkrust.csv,.csv,other,6.8518,2022-09-28T10:19:46+00:00,31998.08,Cripto_MinuteTimeSeries,True
Finance Database/archive/mlnusd.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Finance Database/archive/mlnusd.csv,mlnusd.csv,.csv,other,9.2777,2022-09-28T10:19:46+00:00,31998.08,Finance Database/archive,True
Finance Database/archive/mnabtc.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Finance Database/archive/mnabtc.csv,mnabtc.csv,.csv,other,11.8264,2022-09-28T10:19:46+00:00,31998.08,Finance Database/archive,True
Finance Database/archive/mkrust.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Finance Database/archive/mkrust.csv,mkrust.csv,.csv,other,6.8518,2022-09-28T10:19:46+00:00,31998.08,Finance Database/archive,True
Cripto_MinuteTimeSeries/mkrbtc.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Cripto_MinuteTimeSeries/mkrbtc.csv,mkrbtc.csv,.csv,other,2.1733,2022-09-28T10:19:44+00:00,31998.08,Cripto_MinuteTimeSeries,True
Cripto_MinuteTimeSeries/mirusd.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Cripto_MinuteTimeSeries/mirusd.csv,mirusd.csv,.csv,other,5.9406,2022-09-28T10:19:44+00:00,31998.08,Cripto_MinuteTimeSeries,True
Cripto_MinuteTimeSeries/mirust.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Cripto_MinuteTimeSeries/mirust.csv,mirust.csv,.csv,other,5.9841,2022-09-28T10:19:44+00:00,31998.08,Cripto_MinuteTimeSeries,True
Cripto_MinuteTimeSeries/mkreth.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Cripto_MinuteTimeSeries/mkreth.csv,mkreth.csv,.csv,other,2.968,2022-09-28T10:19:44+00:00,31998.08,Cripto_MinuteTimeSeries,True
Cripto_MinuteTimeSeries/mkrusd.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Cripto_MinuteTimeSeries/mkrusd.csv,mkrusd.csv,.csv,other,9.7141,2022-09-28T10:19:44+00:00,31998.08,Cripto_MinuteTimeSeries,True
Finance Database/archive/mkrbtc.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Finance Database/archive/mkrbtc.csv,mkrbtc.csv,.csv,other,2.1733,2022-09-28T10:19:44+00:00,31998.08,Finance Database/archive,True
Finance Database/archive/mirusd.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Finance Database/archive/mirusd.csv,mirusd.csv,.csv,other,5.9406,2022-09-28T10:19:44+00:00,31998.08,Finance Database/archive,True
Finance Database/archive/mirust.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Finance Database/archive/mirust.csv,mirust.csv,.csv,other,5.9841,2022-09-28T10:19:44+00:00,31998.08,Finance Database/archive,True
Finance Database/archive/mkreth.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Finance Database/archive/mkreth.csv,mkreth.csv,.csv,other,2.968,2022-09-28T10:19:44+00:00,31998.08,Finance Database/archive,True
Finance Database/archive/mkrusd.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Finance Database/archive/mkrusd.csv,mkrusd.csv,.csv,other,9.7141,2022-09-28T10:19:44+00:00,31998.08,Finance Database/archive,True
Cripto_MinuteTimeSeries/lunaf0-ustf0.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Cripto_MinuteTimeSeries/lunaf0-ustf0.csv,lunaf0-ustf0.csv,.csv,other,0.1287,2022-09-28T10:19:42+00:00,31998.08,Cripto_MinuteTimeSeries,True
Cripto_MinuteTimeSeries/luna-usd.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Cripto_MinuteTimeSeries/luna-usd.csv,luna-usd.csv,.csv,other,1.0618,2022-09-28T10:19:42+00:00,31998.08,Cripto_MinuteTimeSeries,True
Cripto_MinuteTimeSeries/mimusd.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Cripto_MinuteTimeSeries/mimusd.csv,mimusd.csv,.csv,other,7.6353,2022-09-28T10:19:42+00:00,31998.08,Cripto_MinuteTimeSeries,True
Cripto_MinuteTimeSeries/luna-ust.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Cripto_MinuteTimeSeries/luna-ust.csv,luna-ust.csv,.csv,other,0.9915,2022-09-28T10:19:42+00:00,31998.08,Cripto_MinuteTimeSeries,True
Cripto_MinuteTimeSeries/mimust.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Cripto_MinuteTimeSeries/mimust.csv,mimust.csv,.csv,other,7.6768,2022-09-28T10:19:42+00:00,31998.08,Cripto_MinuteTimeSeries,True
Cripto_MinuteTimeSeries/lymusd.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Cripto_MinuteTimeSeries/lymusd.csv,lymusd.csv,.csv,other,4.9975,2022-09-28T10:19:42+00:00,31998.08,Cripto_MinuteTimeSeries,True
Cripto_MinuteTimeSeries/manusd.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Cripto_MinuteTimeSeries/manusd.csv,manusd.csv,.csv,other,0.4047,2022-09-28T10:19:42+00:00,31998.08,Cripto_MinuteTimeSeries,True
Cripto_MinuteTimeSeries/mgousd.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Cripto_MinuteTimeSeries/mgousd.csv,mgousd.csv,.csv,other,12.1088,2022-09-28T10:19:42+00:00,31998.08,Cripto_MinuteTimeSeries,True
Finance Database/archive/lunaf0-ustf0.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Finance Database/archive/lunaf0-ustf0.csv,lunaf0-ustf0.csv,.csv,other,0.1287,2022-09-28T10:19:42+00:00,31998.08,Finance Database/archive,True
Finance Database/archive/luna-usd.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Finance Database/archive/luna-usd.csv,luna-usd.csv,.csv,other,1.0618,2022-09-28T10:19:42+00:00,31998.08,Finance Database/archive,True
Finance Database/archive/mimusd.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Finance Database/archive/mimusd.csv,mimusd.csv,.csv,other,7.6353,2022-09-28T10:19:42+00:00,31998.08,Finance Database/archive,True
Finance Database/archive/luna-ust.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Finance Database/archive/luna-ust.csv,luna-ust.csv,.csv,other,0.9915,2022-09-28T10:19:42+00:00,31998.08,Finance Database/archive,True
Finance Database/archive/mimust.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Finance Database/archive/mimust.csv,mimust.csv,.csv,other,7.6768,2022-09-28T10:19:42+00:00,31998.08,Finance Database/archive,True
Finance Database/archive/lymusd.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Finance Database/archive/lymusd.csv,lymusd.csv,.csv,other,4.9975,2022-09-28T10:19:42+00:00,31998.08,Finance Database/archive,True
Finance Database/archive/manusd.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Finance Database/archive/manusd.csv,manusd.csv,.csv,other,0.4047,2022-09-28T10:19:42+00:00,31998.08,Finance Database/archive,True
Finance Database/archive/mgousd.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Finance Database/archive/mgousd.csv,mgousd.csv,.csv,other,12.1088,2022-09-28T10:19:42+00:00,31998.08,Finance Database/archive,True
Cripto_MinuteTimeSeries/luna-btc.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Cripto_MinuteTimeSeries/luna-btc.csv,luna-btc.csv,.csv,other,0.993,2022-09-28T10:19:40+00:00,31998.08,Cripto_MinuteTimeSeries,True
Finance Database/archive/luna-btc.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Finance Database/archive/luna-btc.csv,luna-btc.csv,.csv,other,0.993,2022-09-28T10:19:40+00:00,31998.08,Finance Database/archive,True
Cripto_MinuteTimeSeries/ltcust.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Cripto_MinuteTimeSeries/ltcust.csv,ltcust.csv,.csv,other,25.1877,2022-09-28T10:19:38+00:00,31998.08,Cripto_MinuteTimeSeries,True
Finance Database/archive/ltcust.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Finance Database/archive/ltcust.csv,ltcust.csv,.csv,other,25.1877,2022-09-28T10:19:38+00:00,31998.08,Finance Database/archive,True
Cripto_MinuteTimeSeries/ltcf0-ustf0.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Cripto_MinuteTimeSeries/ltcf0-ustf0.csv,ltcf0-ustf0.csv,.csv,other,0.61,2022-09-28T10:19:28+00:00,31998.09,Cripto_MinuteTimeSeries,True
Cripto_MinuteTimeSeries/ltcf0-btcf0.csv,/Users/itsgennymac/Library/CloudStorage/GoogleDrive-sfn.gns@gmail.com/Il mio Drive/Database Finanziario/Cripto_MinuteTimeSeries/ltcf0-btcf0.csv,ltcf0-btcf0.csv,.csv,other,0.233,2022-09-28T10:19:28+00:00,31998.09,Cripto_MinuteTimeSeries,True
