path,cells,markdown_cells,code_cells,has_standard_headers,header_count,plotly_hits,widget_hits,source_hits,export_hits,model_hits,fallback_hits,score,status,recommendations
13_unsupervised_learning/04_hierarchical_risk_parity/01_hierarchical_risk_parity.ipynb,6,2,4,False,0,0,1,8,1,4,0,24,needs_work,add 0-14 section scaffold; add at least two Plotly charts; save CSV/HTML/Markdown outputs under DB_BASE
13_unsupervised_learning/04_hierarchical_risk_parity/02_pf_optimization_with_hrp_zipline_benchmark.ipynb,6,2,4,False,0,0,1,8,0,6,0,24,needs_work,add 0-14 section scaffold; add at least two Plotly charts; save CSV/HTML/Markdown outputs under DB_BASE
14_working_with_text_data/01_nlp_pipeline_with_spaCy.ipynb,5,2,3,False,0,0,1,8,1,4,0,24,needs_work,add 0-14 section scaffold; add at least two Plotly charts; save CSV/HTML/Markdown outputs under DB_BASE
14_working_with_text_data/02_nlp_with_textblob.ipynb,5,2,3,False,0,0,1,8,1,4,0,24,needs_work,add 0-14 section scaffold; add at least two Plotly charts; save CSV/HTML/Markdown outputs under DB_BASE
14_working_with_text_data/04_news_text_classification.ipynb,5,2,3,False,0,0,1,8,1,4,0,24,needs_work,add 0-14 section scaffold; add at least two Plotly charts; save CSV/HTML/Markdown outputs under DB_BASE
14_working_with_text_data/05_sentiment_analysis_twitter.ipynb,5,2,3,False,0,0,1,8,1,4,0,24,needs_work,add 0-14 section scaffold; add at least two Plotly charts; save CSV/HTML/Markdown outputs under DB_BASE
15_topic_modeling/02_probabilistic_latent_analysis.ipynb,5,2,3,False,0,0,1,8,1,4,0,24,needs_work,add 0-14 section scaffold; add at least two Plotly charts; save CSV/HTML/Markdown outputs under DB_BASE
15_topic_modeling/03_dirichlet_distribution.ipynb,6,2,4,False,0,0,1,8,1,4,0,24,needs_work,add 0-14 section scaffold; add at least two Plotly charts; save CSV/HTML/Markdown outputs under DB_BASE
15_topic_modeling/04_lda_with_sklearn.ipynb,5,2,3,False,0,0,1,8,1,4,0,24,needs_work,add 0-14 section scaffold; add at least two Plotly charts; save CSV/HTML/Markdown outputs under DB_BASE
15_topic_modeling/06_lda_earnings_calls.ipynb,5,2,3,False,0,0,1,8,1,4,0,24,needs_work,add 0-14 section scaffold; add at least two Plotly charts; save CSV/HTML/Markdown outputs under DB_BASE
15_topic_modeling/07_lda_financial_news.ipynb,6,2,4,False,0,0,1,8,1,4,0,24,needs_work,add 0-14 section scaffold; add at least two Plotly charts; save CSV/HTML/Markdown outputs under DB_BASE
16_word_embeddings/01_using_pretrained_vectors.ipynb,5,2,3,False,0,0,1,8,1,4,0,24,needs_work,add 0-14 section scaffold; add at least two Plotly charts; save CSV/HTML/Markdown outputs under DB_BASE
16_word_embeddings/02_evaluating_embeddings.ipynb,5,2,3,False,0,0,1,8,1,4,0,24,needs_work,add 0-14 section scaffold; add at least two Plotly charts; save CSV/HTML/Markdown outputs under DB_BASE
16_word_embeddings/03_financial_news_preprocessing.ipynb,5,2,3,False,0,0,1,8,1,4,0,24,needs_work,add 0-14 section scaffold; add at least two Plotly charts; save CSV/HTML/Markdown outputs under DB_BASE
16_word_embeddings/06_sec_preprocessing.ipynb,5,2,3,False,0,0,1,8,1,4,0,24,needs_work,add 0-14 section scaffold; add at least two Plotly charts; save CSV/HTML/Markdown outputs under DB_BASE
16_word_embeddings/07_sec_word2vec.ipynb,5,2,3,False,0,0,1,8,1,4,0,24,needs_work,add 0-14 section scaffold; add at least two Plotly charts; save CSV/HTML/Markdown outputs under DB_BASE
16_word_embeddings/08_doc2vec_yelp_sentiment.ipynb,5,2,3,False,0,0,1,8,1,4,0,24,needs_work,add 0-14 section scaffold; add at least two Plotly charts; save CSV/HTML/Markdown outputs under DB_BASE
17_deep_learning/02_how_to_use_tensorflow.ipynb,5,2,3,False,0,0,1,8,0,4,2,24,needs_work,add 0-14 section scaffold; add at least two Plotly charts; save CSV/HTML/Markdown outputs under DB_BASE
17_deep_learning/04_optimizing_a_NN_architecture_for_trading.ipynb,6,2,4,False,0,0,1,8,1,4,0,24,needs_work,add 0-14 section scaffold; add at least two Plotly charts; save CSV/HTML/Markdown outputs under DB_BASE
18_convolutional_neural_nets/01_filter_example.ipynb,5,2,3,False,0,0,1,8,1,4,0,24,needs_work,add 0-14 section scaffold; add at least two Plotly charts; save CSV/HTML/Markdown outputs under DB_BASE
18_convolutional_neural_nets/04_time_series_prediction.ipynb,5,2,3,False,0,0,1,8,1,4,0,24,needs_work,add 0-14 section scaffold; add at least two Plotly charts; save CSV/HTML/Markdown outputs under DB_BASE
18_convolutional_neural_nets/10_transfer_learning.ipynb,5,2,3,False,0,0,1,8,0,5,1,24,needs_work,add 0-14 section scaffold; add at least two Plotly charts; save CSV/HTML/Markdown outputs under DB_BASE
19_recurrent_neural_nets/01_univariate_time_series_regression.ipynb,5,2,3,False,0,0,1,8,1,4,0,24,needs_work,add 0-14 section scaffold; add at least two Plotly charts; save CSV/HTML/Markdown outputs under DB_BASE
19_recurrent_neural_nets/04_multivariate_timeseries.ipynb,5,2,3,False,0,0,1,8,1,4,0,24,needs_work,add 0-14 section scaffold; add at least two Plotly charts; save CSV/HTML/Markdown outputs under DB_BASE
22_deep_reinforcement_learning/01_gridworld_dynamic_programming.ipynb,5,2,3,False,0,0,1,8,1,4,0,24,needs_work,add 0-14 section scaffold; add at least two Plotly charts; save CSV/HTML/Markdown outputs under DB_BASE
22_deep_reinforcement_learning/02_gridworld_q_learning.ipynb,5,2,3,False,0,0,1,8,1,4,0,24,needs_work,add 0-14 section scaffold; add at least two Plotly charts; save CSV/HTML/Markdown outputs under DB_BASE
22_deep_reinforcement_learning/04_q_learning_for_trading.ipynb,6,2,4,False,0,0,1,8,0,5,1,24,needs_work,add 0-14 section scaffold; add at least two Plotly charts; save CSV/HTML/Markdown outputs under DB_BASE
24_alpha_factor_library/00_indicator_zoo.ipynb,5,2,3,False,0,0,1,8,1,4,0,24,needs_work,add 0-14 section scaffold; add at least two Plotly charts; save CSV/HTML/Markdown outputs under DB_BASE
02_market_and_fundamental_data/01_NASDAQ_TotalView-ITCH_Order_Book/03_normalize_tick_data.ipynb,48,23,25,False,0,0,1,11,0,5,0,23,needs_work,add 0-14 section scaffold; add at least two Plotly charts; save CSV/HTML/Markdown outputs under DB_BASE
02_market_and_fundamental_data/03_data_providers/04_quandl_demo.ipynb,8,3,5,False,0,0,1,8,0,5,0,23,needs_work,add 0-14 section scaffold; add at least two Plotly charts; save CSV/HTML/Markdown outputs under DB_BASE
07_linear_models/03_preparing_the_model_data.ipynb,5,2,3,False,0,0,1,8,0,5,0,23,needs_work,add 0-14 section scaffold; add at least two Plotly charts; save CSV/HTML/Markdown outputs under DB_BASE
10_bayesian_machine_learning/04_rolling_regression.ipynb,6,2,4,False,0,0,1,8,0,4,1,23,needs_work,add 0-14 section scaffold; add at least two Plotly charts; save CSV/HTML/Markdown outputs under DB_BASE
11_decision_trees_random_forests/00_data_prep.ipynb,6,2,4,False,0,0,1,8,0,5,0,23,needs_work,add 0-14 section scaffold; add at least two Plotly charts; save CSV/HTML/Markdown outputs under DB_BASE
12_gradient_boosting_machines/03_sklearn_gbm_tuning_results.ipynb,5,2,3,False,0,0,1,9,0,5,0,23,needs_work,add 0-14 section scaffold; add at least two Plotly charts; save CSV/HTML/Markdown outputs under DB_BASE
12_gradient_boosting_machines/04_preparing_the_model_data.ipynb,5,2,3,False,0,0,1,8,0,5,0,23,needs_work,add 0-14 section scaffold; add at least two Plotly charts; save CSV/HTML/Markdown outputs under DB_BASE
12_gradient_boosting_machines/10_intraday_features.ipynb,5,2,3,False,0,0,1,8,0,5,0,23,needs_work,add 0-14 section scaffold; add at least two Plotly charts; save CSV/HTML/Markdown outputs under DB_BASE
12_gradient_boosting_machines/11_intraday_model.ipynb,5,2,3,False,0,0,1,8,0,5,0,23,needs_work,add 0-14 section scaffold; add at least two Plotly charts; save CSV/HTML/Markdown outputs under DB_BASE
16_word_embeddings/05_financial_news_word2vec_gensim.ipynb,5,2,3,False,0,0,1,8,0,4,1,23,needs_work,add 0-14 section scaffold; add at least two Plotly charts; save CSV/HTML/Markdown outputs under DB_BASE
17_deep_learning/03_how_to_use_pytorch.ipynb,5,2,3,False,0,0,1,8,0,4,1,23,needs_work,add 0-14 section scaffold; add at least two Plotly charts; save CSV/HTML/Markdown outputs under DB_BASE
18_convolutional_neural_nets/03_image_classification_with_alexnet.ipynb,5,2,3,False,0,0,1,8,0,4,1,23,needs_work,add 0-14 section scaffold; add at least two Plotly charts; save CSV/HTML/Markdown outputs under DB_BASE
19_recurrent_neural_nets/02_stacked_lstm_with_feature_embeddings.ipynb,5,2,3,False,0,0,1,8,0,4,1,23,needs_work,add 0-14 section scaffold; add at least two Plotly charts; save CSV/HTML/Markdown outputs under DB_BASE
19_recurrent_neural_nets/03_stacked_lstm_with_feature_embeddings_regression.ipynb,5,2,3,False,0,0,1,8,0,4,1,23,needs_work,add 0-14 section scaffold; add at least two Plotly charts; save CSV/HTML/Markdown outputs under DB_BASE
19_recurrent_neural_nets/06_sentiment_analysis_pretrained_embeddings.ipynb,5,2,3,False,0,0,1,8,0,4,1,23,needs_work,add 0-14 section scaffold; add at least two Plotly charts; save CSV/HTML/Markdown outputs under DB_BASE
20_autoencoders_for_conditional_risk_factors/01_deep_autoencoders.ipynb,5,2,3,False,0,0,1,8,0,4,1,23,needs_work,add 0-14 section scaffold; add at least two Plotly charts; save CSV/HTML/Markdown outputs under DB_BASE
20_autoencoders_for_conditional_risk_factors/02_convolutional_denoising_autoencoders.ipynb,5,2,3,False,0,0,1,8,0,4,1,23,needs_work,add 0-14 section scaffold; add at least two Plotly charts; save CSV/HTML/Markdown outputs under DB_BASE
05_strategy_evaluation/03_pyfolio_demo.ipynb,5,2,3,False,0,0,1,8,0,4,0,22,needs_work,add 0-14 section scaffold; add at least two Plotly charts; save CSV/HTML/Markdown outputs under DB_BASE
05_strategy_evaluation/04_mean_variance_optimization.ipynb,5,2,3,False,0,0,1,8,0,4,0,22,needs_work,add 0-14 section scaffold; add at least two Plotly charts; save CSV/HTML/Markdown outputs under DB_BASE
05_strategy_evaluation/05_kelly_rule.ipynb,5,2,3,False,0,0,1,8,0,4,0,22,needs_work,add 0-14 section scaffold; add at least two Plotly charts; save CSV/HTML/Markdown outputs under DB_BASE
10_bayesian_machine_learning/05_stochastic_volatility.ipynb,6,2,4,False,0,0,1,8,0,4,0,22,needs_work,add 0-14 section scaffold; add at least two Plotly charts; save CSV/HTML/Markdown outputs under DB_BASE
13_unsupervised_learning/02_manifold_learning/01_manifold_learning_intro.ipynb,6,2,4,False,0,0,1,8,0,4,0,22,needs_work,add 0-14 section scaffold; add at least two Plotly charts; save CSV/HTML/Markdown outputs under DB_BASE
17_deep_learning/01_build_and_train_feedforward_nn.ipynb,5,2,3,False,0,0,1,8,0,4,0,22,needs_work,add 0-14 section scaffold; add at least two Plotly charts; save CSV/HTML/Markdown outputs under DB_BASE
18_convolutional_neural_nets/05_cnn_for_trading_feature_engineering.ipynb,5,2,3,False,0,0,1,8,0,4,0,22,needs_work,add 0-14 section scaffold; add at least two Plotly charts; save CSV/HTML/Markdown outputs under DB_BASE
18_convolutional_neural_nets/09_bottleneck_features.ipynb,5,2,3,False,0,0,1,8,0,4,0,22,needs_work,add 0-14 section scaffold; add at least two Plotly charts; save CSV/HTML/Markdown outputs under DB_BASE
19_recurrent_neural_nets/00_build_dataset.ipynb,5,2,3,False,0,0,1,8,0,4,0,22,needs_work,add 0-14 section scaffold; add at least two Plotly charts; save CSV/HTML/Markdown outputs under DB_BASE
20_autoencoders_for_conditional_risk_factors/04_build_us_stock_dataset.ipynb,5,2,3,False,0,0,1,8,0,4,0,22,needs_work,add 0-14 section scaffold; add at least two Plotly charts; save CSV/HTML/Markdown outputs under DB_BASE
20_autoencoders_for_conditional_risk_factors/05_conditional_autoencoder_for_asset_pricing_data.ipynb,5,2,3,False,0,0,1,8,0,4,0,22,needs_work,add 0-14 section scaffold; add at least two Plotly charts; save CSV/HTML/Markdown outputs under DB_BASE
20_autoencoders_for_conditional_risk_factors/06_conditional_autoencoder_for_asset_pricing_model.ipynb,5,2,3,False,0,0,1,8,0,4,0,22,needs_work,add 0-14 section scaffold; add at least two Plotly charts; save CSV/HTML/Markdown outputs under DB_BASE
24_alpha_factor_library/02_common_alpha_factors.ipynb,5,2,3,False,0,0,1,8,0,4,0,22,needs_work,add 0-14 section scaffold; add at least two Plotly charts; save CSV/HTML/Markdown outputs under DB_BASE
24_alpha_factor_library/03_101_formulaic_alphas.ipynb,5,2,3,False,0,0,1,8,0,4,0,22,needs_work,add 0-14 section scaffold; add at least two Plotly charts; save CSV/HTML/Markdown outputs under DB_BASE
data/glove_word_vectors.ipynb,13,7,6,False,0,0,1,8,0,4,0,22,needs_work,add 0-14 section scaffold; add at least two Plotly charts; save CSV/HTML/Markdown outputs under DB_BASE
data/twitter_sentiment.ipynb,12,6,6,False,0,0,1,8,0,4,0,22,needs_work,add 0-14 section scaffold; add at least two Plotly charts; save CSV/HTML/Markdown outputs under DB_BASE
